NCT Number,Study Title,Study URL,Study Status,Study Results,Conditions,Interventions,Sponsor,Collaborators,Sex,Age,Enrollment,Funder Type,Study Type,Study Design,Completion Date,Locations
NCT06130423,Study to Evaluate Music Therapy and Nicotine Replacement Therapy on Craving Related to Smoking Cessation in Health Staff,https://clinicaltrials.gov/study/NCT06130423,RECRUITING,NO,Smoking Cessation,DRUG: Music intervention|DRUG: Nicotine replacement,Poitiers University Hospital,,ALL,"ADULT, OLDER_ADULT",50,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: PREVENTION,2026-01-10,"CHU Poitiers / CIC, Poitiers, France"
NCT05589220,Study to Evaluate Music Therapy and Nicotine Replacement Therapy on Craving Related to Smoking Cessation in Students,https://clinicaltrials.gov/study/NCT05589220,RECRUITING,NO,Smoking Cessation,OTHER: Music Intervention|DRUG: Nicotine replacement,Poitiers University Hospital,,ALL,ADULT,120,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: PREVENTION,2025-09-01,"CHU Poitiers, Poitiers, 86000, France"
NCT02201836,The Effects of Music Therapy as a Complementary Intervention in the Treatment of Pediatric Asthma,https://clinicaltrials.gov/study/NCT02201836,COMPLETED,NO,Asthma,OTHER: One time music therapy|OTHER: Group music therapy,Beth Israel Medical Center,,ALL,"CHILD, ADULT",200,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: TRIPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR)|Primary Purpose: SUPPORTIVE_CARE",2012-01,"Beth Israel Medical Center, New York, New York, 10003, United States"
NCT06063161,Music Therapy to Prevent Hospital-acquired Delirium in Parkinson's Disease and Dementia With Lewy Bodies,https://clinicaltrials.gov/study/NCT06063161,ENROLLING_BY_INVITATION,NO,"Parkinson Disease|Dementia, Lewy Body|Delirium",BEHAVIORAL: Music therapy intervention|OTHER: Non-guided music listening|OTHER: Standard of care,"University of Massachusetts, Worcester",,ALL,"ADULT, OLDER_ADULT",108,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (OUTCOMES_ASSESSOR)|Primary Purpose: PREVENTION,2025-12-01,"UMass Medical School/UMass Memorial Medical Center, Worcester, Massachusetts, 01655, United States"
NCT03936075,Guided Imagery & Music in Cancer,https://clinicaltrials.gov/study/NCT03936075,UNKNOWN,NO,"Cancer, Breast|Cancer, Metastatic|Cancer Ovaries|Cancer Uterus Cervix",BEHAVIORAL: the Guided Imagery and Music method|BEHAVIORAL: standard care and verbal counselling,Aalborg University,Aretaieion University Hospital|SONORA Organisation for Music Therapy and Research,FEMALE,"ADULT, OLDER_ADULT",20,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, CARE_PROVIDER)|Primary Purpose: SUPPORTIVE_CARE",2020-12-31,"Aretaieion University Hospital, Athens, Attiki, 11528, Greece"
NCT02692768,The Effect of Music Therapy Intervention on Pain and Anxiety in Adult Patients Undergoing Total Shoulder Arthroplasty,https://clinicaltrials.gov/study/NCT02692768,COMPLETED,NO,Arthritis,OTHER: Live Music Therapy|OTHER: Recorded Music Therapy|OTHER: Control,April Armstrong,,ALL,"ADULT, OLDER_ADULT",121,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2022-09-13,"Penn State Milton S. Hershey Medical Center, Hershey, Pennsylvania, 17033, United States"
NCT02766374,Heart Rate Variability Biofeedback: It's Role in Asthma Therapeutics,https://clinicaltrials.gov/study/NCT02766374,COMPLETED,YES,Asthma,BEHAVIORAL: Heart rate variability biofeedback|BEHAVIORAL: Placebo,"Fred Wamboldt, MD","Rutgers University|National Jewish Health|National Institutes of Health (NIH)|National Heart, Lung, and Blood Institute (NHLBI)",ALL,"ADULT, OLDER_ADULT",68,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, CARE_PROVIDER)|Primary Purpose: TREATMENT",2018-01,"National Jewish Health, Denver, Colorado, 80206, United States|Rutgers Robert Wood Johnson Medical School, Piscataway, New Jersey, 08854, United States"
NCT02999542,Effect of Music on Emergence Delirium,https://clinicaltrials.gov/study/NCT02999542,UNKNOWN,NO,Emergence Delirium,OTHER: Music|OTHER: No music,University of Pretoria,,ALL,CHILD,40,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: PREVENTION",2017-07,
NCT04380675,Music During ESWL for Entire Treatment,https://clinicaltrials.gov/study/NCT04380675,COMPLETED,NO,Urolithiasis,OTHER: Music,A.O.U. Città della Salute e della Scienza,,ALL,"ADULT, OLDER_ADULT",150,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: SUPPORTIVE_CARE,2018-07-18,"AOU Città della Salute e della Scienza, Turin, 10126, Italy"
NCT00838474,The Effect of Music by Mozart on Energy Expenditure in Growing Preterm Infants,https://clinicaltrials.gov/study/NCT00838474,COMPLETED,NO,Preterm Infants,OTHER: music,Tel-Aviv Sourasky Medical Center,,ALL,CHILD,20,OTHER_GOV,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: CROSSOVER|Masking: |Primary Purpose: TREATMENT,2008-07,"Department of Neonatology, Tel Aviv Medcil Center, Tel Aviv, 64239, Israel"
NCT03221283,The Application of Music Therapy in Female Amphetamine Use Disorder,https://clinicaltrials.gov/study/NCT03221283,COMPLETED,NO,Amphetamine Addiction,BEHAVIORAL: Music therapy group,Shanghai Mental Health Center,,FEMALE,"CHILD, ADULT, OLDER_ADULT",40,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2018-09-30,"Shanghai Women's Compulsory Isolation Detoxification Center, Shanghai, China"
NCT06756698,The Intervention Effect and Potential Neural Mechanisms of Music Therapy in Children and Adolescents with Mood Disorders,https://clinicaltrials.gov/study/NCT06756698,RECRUITING,NO,Mood Disorders in Children and Adolescents,OTHER: conventional treatment plus music intervention|OTHER: conventional treatment,Shanghai Mental Health Center,,ALL,"CHILD, ADULT",54,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2026-03-31,"Shanghai Mental Health Center, Shanghai, Shanghai, China"
NCT00376922,Music in Reducing Anxiety and Pain in Adult Patients Undergoing Bone Marrow Biopsy for Hematologic Cancers or Other Diseases,https://clinicaltrials.gov/study/NCT00376922,COMPLETED,NO,Chronic Myeloproliferative Disorders|Leukemia|Lymphoma|Lymphoproliferative Disorder|Multiple Myeloma and Plasma Cell Neoplasm|Myelodysplastic Syndromes|Myelodysplastic/Myeloproliferative Neoplasms|Pain|Precancerous Condition|Psychosocial Effects of Cancer and Its Treatment,PROCEDURE: music therapy,Wake Forest University Health Sciences,National Cancer Institute (NCI),ALL,"ADULT, OLDER_ADULT",65,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: SUPPORTIVE_CARE,2010-05,"Wake Forest University Comprehensive Cancer Center, Winston-Salem, North Carolina, 27157, United States"
NCT05949736,Effect of Music Therapy in Medical Students (EMTMS),https://clinicaltrials.gov/study/NCT05949736,RECRUITING,NO,Depression|Anxiety|Insomnia,DEVICE: The Online intervention platform,Jiangsu Province Nanjing Brain Hospital,,ALL,"CHILD, ADULT",200,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, INVESTIGATOR)|Primary Purpose: TREATMENT",2025-05-01,"Hainan Medical College, Haikou, Hainan, China|Xinxiang Medical University, Xinxiang, Henan, China|Nanjing Medical University, Nanjing, Jiangsu, China"
NCT04254965,Music Therapy and Bio-psychological Effect Among Chronic Psychiatric Inpatients of a Community Teaching Hospital,https://clinicaltrials.gov/study/NCT04254965,UNKNOWN,NO,Chronic Psychosis,OTHER: Music therapy|DEVICE: Biosignal analysis,National Taiwan University Hospital,National Tsing Hua University,ALL,"ADULT, OLDER_ADULT",100,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: FACTORIAL|Masking: NONE|Primary Purpose: SUPPORTIVE_CARE,2020-12,"National Taiwan University Hospital, Hsinchu, Hsinchu County, 31064, Taiwan"
NCT03503526,Trauma-focused Group Music and Imagery With Traumatized Women,https://clinicaltrials.gov/study/NCT03503526,COMPLETED,NO,"Stress Disorders, Post-Traumatic",BEHAVIORAL: Receptive music therapy,Aalborg University,Kris- och Traumacentrum Sverige AB|Council of the Danish Victims Fund,FEMALE,"ADULT, OLDER_ADULT",45,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2018-08-22,
NCT05702203,Creative Music Therapy in Newborns With Congenital Heart Disease,https://clinicaltrials.gov/study/NCT05702203,RECRUITING,NO,Congenital Heart Disease|Mother Child Interaction,OTHER: Creative Music Therapy,"University Children's Hospital, Zurich",,ALL,CHILD,164,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: SUPPORTIVE_CARE,2026-10-24,"University Children's Hospital Zurich, Zurich, 8032, Switzerland"
NCT05417529,Preoperative Music Listening in Odontostomatological Surgery (PMLOS),https://clinicaltrials.gov/study/NCT05417529,COMPLETED,NO,Stage I or II Micro-invasive Oral Cancer,OTHER: music therapy intervention|DRUG: Standard Preparation,Azienda Ospedaliero-Universitaria Consorziale Policlinico di Bari,,ALL,"ADULT, OLDER_ADULT",60,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: SUPPORTIVE_CARE,2021-03-15,"AOUC Policlinico di Bari, Bari, 70124, Italy"
NCT05730374,"Benson's Relaxation Technique, Music Therapy for Children With Thalassemia",https://clinicaltrials.gov/study/NCT05730374,COMPLETED,NO,Thalassemia in Children,BEHAVIORAL: Benson's Relaxation technique|BEHAVIORAL: Music therapy,Alexandria University,,ALL,CHILD,120,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (PARTICIPANT)|Primary Purpose: SUPPORTIVE_CARE,2023-04-30,"the Hematology Out-Patient Clinic of the Children's University Hospital at El-Shatby, Alexandria, Egypt"
NCT06119451,The Role of Traditional Music Therapy on Burnout Syndrome Among Healthcare Workers: Psycho-Neuro-Immuno-Endocrine Aspects,https://clinicaltrials.gov/study/NCT06119451,RECRUITING,NO,"Burnout, Professional",BEHAVIORAL: Traditional Music Therapy,Indonesia University,,ALL,ADULT,80,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2024-05-31,"RSUP dr. Kariadi Semarang, Semarang, Jawa Tengah, 50244, Indonesia"
NCT02526433,The Impact of Creative Interventions on Symptoms of Postnatal Depression (Cohort Study),https://clinicaltrials.gov/study/NCT02526433,COMPLETED,NO,"Depression, Postpartum",,Royal College of Music,Imperial College London,FEMALE,"ADULT, OLDER_ADULT",2558,OTHER,OBSERVATIONAL,Observational Model: |Time Perspective: p,2017-01-31,"Centre for Performance Science, Royal College of Music, London, SW7 2BS, United Kingdom"
NCT02255916,Short-term Effects of Sound-bed Music Therapy in Healthy Caregivers of a Hospital Oncology Ward (MTO_03),https://clinicaltrials.gov/study/NCT02255916,COMPLETED,NO,Healthy Adults (Hospital Oncology Ward)|Physiological Phenomena (e.g.HRV Parameters)|Morphology,OTHER: Music,ARCIM Institute Academic Research in Complementary and Integrative Medicine,,ALL,"ADULT, OLDER_ADULT",30,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: CROSSOVER|Masking: SINGLE (OUTCOMES_ASSESSOR)|Primary Purpose: SUPPORTIVE_CARE,2014-12,"Filderklinik, Filderstadt, Baden-Württemberg, 70794, Germany"
NCT03516825,Musical Neglect Training for Patients With Visual Neglect,https://clinicaltrials.gov/study/NCT03516825,COMPLETED,NO,Hemispatial Neglect,OTHER: Musical Neglect Training,University of Toronto,Colorado State University,ALL,"CHILD, ADULT, OLDER_ADULT",2,OTHER,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2016-01-28,
NCT04471558,Effect of Music on Young Practitioner's Stress During Endodontic Treatment,https://clinicaltrials.gov/study/NCT04471558,UNKNOWN,NO,Endodontic Disease,OTHER: Music,"University Hospital, Brest",,ALL,"ADULT, OLDER_ADULT",176,OTHER,OBSERVATIONAL,Observational Model: |Time Perspective: p,2022-12-09,"CHRU de Brest, Brest, 29200, France"
NCT00644527,Receptive Music Therapy for the Treatment of Depression,https://clinicaltrials.gov/study/NCT00644527,COMPLETED,NO,Depression,OTHER: Purpose designed music and sound listening program|OTHER: Sham music for depression,Heidelberg University,,ALL,"ADULT, OLDER_ADULT",203,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: TRIPLE (PARTICIPANT, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: SUPPORTIVE_CARE",2008-07,"Psychocardiology, 2. Med. Dep., Hanusch-Krankenhaus, Heinrich Collin-Str. 30, Vienna, A - 1140, Austria"
NCT04449237,Mechanism Research of Tinnitus Based on Electroencephalogram and Acoustic Therapy Intervention,https://clinicaltrials.gov/study/NCT04449237,UNKNOWN,NO,"Tinnitus, Subjective",OTHER: music therapy,Eye & ENT Hospital of Fudan University,,ALL,ADULT,100,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: TRIPLE (CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2023-06-30,
NCT01958983,Music Therapy to Promote Emotion and Cognition for Dementia,https://clinicaltrials.gov/study/NCT01958983,UNKNOWN,NO,Dementia,BEHAVIORAL: Music Therapy Group Session,Chang Gung Memorial Hospital,,ALL,"ADULT, OLDER_ADULT",30,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2014-09,"Chang Gung Medical Foundation, Taoyuan, 333, Taiwan"
NCT06467747,The Efficacy of Music on Perioperative Pain Management,https://clinicaltrials.gov/study/NCT06467747,RECRUITING,NO,Perioperative Pain Management,OTHER: Music|OTHER: Mute,Taichung Tzu Chi Hospital,,ALL,"ADULT, OLDER_ADULT",90,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2025-05,"Taichung Tzu Chi Hospital, Buddhist Tzu Chi Medical Foundation, Taichung, Not In USA, 427, Taiwan"
NCT02518919,Procedural Sedation And Analgesia in Children in the Emergency Department: The Role of Adjunct Therapies,https://clinicaltrials.gov/study/NCT02518919,COMPLETED,YES,Conscious Sedation,OTHER: Child life intervention|OTHER: Music listening,Children's Hospital of Michigan,,ALL,CHILD,63,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: OTHER,2016-10-18,"Children's Hospital of Michigan, Wayne State University, Detroit, Michigan, 48201, United States"
NCT01892605,The Clinical Application and Mechanism of Music Therapy (Mozart's Effect) on Epilepsy,https://clinicaltrials.gov/study/NCT01892605,COMPLETED,NO,Seizure,BEHAVIORAL: music listening,Kaohsiung Medical University Chung-Ho Memorial Hospital,,ALL,"CHILD, ADULT",46,OTHER,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2011-12,"Kaohsiung Medical University Hospital, Kaohsiung, 807, Taiwan"
NCT06078826,The Effect of Passive Music Therapy and Foot Massage,https://clinicaltrials.gov/study/NCT06078826,COMPLETED,NO,Intensive Care Patients,OTHER: passive music therapy|OTHER: foot massage,TC Erciyes University,,ALL,"ADULT, OLDER_ADULT",75,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (PARTICIPANT)|Primary Purpose: OTHER,2023-08-31,"Pinar Tekinsoy Kartin, Melikgazi, Kayseri, 38039, Turkey|Erciyes University, Kayseri, Melikgazi, 38039, Turkey"
NCT01456884,Music Therapy for Pain Modification in Pediatric Palliative Care,https://clinicaltrials.gov/study/NCT01456884,COMPLETED,NO,Neurological Impairment,BEHAVIORAL: Live guitar and vocal music therapy|BEHAVIORAL: Vibroacoustic Music Therapy,University of British Columbia,American Music Therapy Association|Canuck Place Children's Hospice|Child and Family Research Institute|BC Women's Hospital and Health Centre,ALL,"CHILD, ADULT",13,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: CROSSOVER|Masking: NONE|Primary Purpose: SUPPORTIVE_CARE,2014-08,"Canuck Place Children's Hospice, Vancouver, British Columbia, V6J 2T2, Canada"
NCT05325840,Non Stress Test and Music Performance,https://clinicaltrials.gov/study/NCT05325840,COMPLETED,NO,Fetal Health|Pregnancy Related,OTHER: music terapy,Ataturk University,,FEMALE,"CHILD, ADULT, OLDER_ADULT",140,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (PARTICIPANT)|Primary Purpose: OTHER,2023-08-29,"Bingöl Solhan Devlet Hastanesi, Bingöl, Solhan Bingöl, Turkey"
NCT02676206,Music Therapy in Procedural Sedation in the Emergency Department,https://clinicaltrials.gov/study/NCT02676206,COMPLETED,NO,Conscious Sedation Failure During Procedure,OTHER: Classical music,University of New Mexico,,ALL,"ADULT, OLDER_ADULT",60,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2020-05,"University of New Mexico, Albuquerque, New Mexico, 87131, United States"
NCT03444181,"ALzheimer and MUsic THerapy: Effects of Music Lessons on Brain Plasticity, Mood, and Quality of Life in Alzheimer Patients",https://clinicaltrials.gov/study/NCT03444181,ACTIVE_NOT_RECRUITING,NO,Alzheimer Disease|Mild Cognitive Impairment|MCI With Increased Risk for Alzheimer Disease,BEHAVIORAL: Music lessons|BEHAVIORAL: Training intervention,University of Bergen,NORCE Norwegian Research Centre AS|Bergen Municipality,ALL,"ADULT, OLDER_ADULT",136,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2024-06-14,"Bergen Municipality, Bergen, Hordaland, Norway"
NCT02892825,Music Listening for Cataract Surgery,https://clinicaltrials.gov/study/NCT02892825,COMPLETED,NO,Cataract Surgery,OTHER: Music|OTHER: No Music,Assistance Publique - Hôpitaux de Paris,,ALL,"ADULT, OLDER_ADULT",313,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (OUTCOMES_ASSESSOR)|Primary Purpose: SUPPORTIVE_CARE,2018-07-27,"Cochin Hospital, Paris, 75014, France"
NCT01786148,Music for Health Project,https://clinicaltrials.gov/study/NCT01786148,COMPLETED,YES,Human Immunodeficiency Virus,BEHAVIORAL: mobile phone application,Emory University,National Institute of Nursing Research (NINR),ALL,"ADULT, OLDER_ADULT",149,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: SUPPORTIVE_CARE,2017-06-30,"Emory University, Atlanta, Georgia, 30322, United States"
NCT06611878,Memory for Music: Individual Intensive Musical Training in Alzheimer's Disease,https://clinicaltrials.gov/study/NCT06611878,RECRUITING,NO,Alzheimer Disease,BEHAVIORAL: Music training - intensive|BEHAVIORAL: Music training - minimal|OTHER: Treatment as Usual (TAU),NORCE Norwegian Research Centre AS,"Universidad de Ciencias Empresariales y Sociales, Buenos Aires, Argentina|University of Vienna|University of Bergen|Universidad Nacional de Entre Rios|Kinn Municipality, Norway|Oslo Municipality, Norway|Norwegian Association for Music Therapy|Oslo Dementia Association",ALL,OLDER_ADULT,113,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: CROSSOVER|Masking: DOUBLE (INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2027-10-01,"Universidad de Ciencias Empresariales y Sociales, Buenos Aires, Argentina|University of Vienna, Vienna, Austria|University of Bergen, Bergen, Vestland, 5020, Norway|Haraldsplass Diakonale Sykehus, Bergen, Vestland, 5892, Norway|Kinn municipality, Florø, Norway|Oslo municipality, Oslo, Norway"
